Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:
Excelent,Reception Staff were efficient in providing answers to our questions and assisted us without hesitation whenever necessary which was a great relief in getting our job done the same day.They took decisions to ensure we were given the accommodation that was suitable for our ages and offered assistance in all our needs.  Very satisfactory and every staff of the teams were knowledgeable in providing us with the information we asked for as far as transportation.,50,Dec-18,Travelled as a couple,24,9
City Centre Hotel,"Boutique hotel with good trendy decor located close to shopping markets and public transit. Rooms were small but comfortable, and restaurant options attached to the hotel were modern fare with decently priced drinks. No pool and lobby check in is on the 2nd floor via parking garage. This can be confusing for taxis for Grab rides to find and not ideal for wheelchair access. Ideal hotel for short business trips to Singapore. I liked the free smart phone option available during your stay. And the auto music play on the tv when entering the room. Gives a good vibes feel when you come back to your room or getting ready to go out on the town.",40,Dec-18,Travelled solo,8,0
Davidson,Rooms were far too small.  Could not walk around the bed and vanity was in the bedroom   The bed touched the wall at the head and end of bed and no room to walk around bed.  The meal in the restaurant was ok. It would not recommend because of the size of the room,20,Jan-19,Travelled as a couple,1,0
Kind of tricky to check in and beds are just toooooo soft.,"Stay was good (although the bed is so soft that you feel it's swallowing you), room a little tight, but I knew that before arriving. Awesome shower. But arriving there is kind of tricky since there is no reception until you pass through the restaurant and go up the stairs, which is really, really inconvenient for people with huge suitcases who don't arrive by taxi.",40,Jan-19,Travelled with friends,1,0
Great place to stay,"Room was very compact, but clean and great shower, staff attentive and breakfast worth having loved having access to a phone. All in all a good place to base yourself while seeing the sites of Singapore.",40,Jan-19,Travelled as a couple,52,9
"Like it, comfy and clean. ","Okey. So yes the rooms are small but that is in the description, if you read it and still go there to complain something  is wrong  with you.   Is a very clean hotel, kind and helpful service, easy access  and great location. You just have to make sure if this the kind of place you would like to stay or not before going. ",50,Jan-19,Travelled as a couple,2,3
4 days stay before cruise,"Very close to MRT station Bencoolen. Waking distance to many attractions. Very good morning buffet. Room very fonctionnel but very small, no way to get up both side of the bed. I suggest to ask and pay for un upgrade to have a bigger room.  Juice and candy station beside elevator for the kid in you! Love it . Hope to come back again in Singapour in this hotel",30,Jan-19,Travelled as a couple,2,0
Good and convenient place,"Hotel G is a good located hotel, close to everything I needed  and very conventient. Clean and nice. Breakfast is good. Rooms are a little bit small, I guess standard in Singapore. Check in process was good and staff were helpful with luggage after checking out.",40,Jan-19,Travelled on business,1,0
4 days stay,Great location. Very close to metro station. Room small but ok. Bed configuration not very convenient for tall people .  You can not go around the bed since it fit the wide of the room. Helpful staff at the reception.  Bed very confortable. Good shower.,40,Dec-18,Travelled as a couple,1,0
Maintenance Dropped,"Overall is good, but the maintenance and cleanliness are dropped compare my last previous stays. During my stay, one of the lighting in bathroom was flashing for about 2 days when switched on. On the last night, that light was totally blackout.Regarding the cleanliness, you can obviously see the dirty stains on the basin drain area and overflow passage, that’s disgusting. Somehow can see mosses around the edge of wet area, e.g. bathroom door, windows, basin edge etc. Besides that, there’s dusty on the luggage storage area, underneath the bed. Are you thinking no people will care about or didn’t notice the dirtiness on that area? The room is already small, the dirtiness should be able to detected and cleaned easily. Please keep well maintained as well as the cleanliness. As a…",30,Oct-18,Travelled on business,1,0
.,"Great hotel. Breakfast, staff and cleanliness top qualities. Good location close to little India, 20min walk to the bay. Small rooms, as described during the booking. Nice restaurants in the building.",50,Dec-18,Travelled as a couple,4,3
Hotel G - Good Great but where is Gabriel?,Hotel G as always! But wait! where are the staff hanging around at the front desk area? there is this sweet sunshine her name starts with S ( im the guy who asked for the extra toothbrush) and where is Gabriel!?! place looks ssso ssserious now ... smiles are not pretty or just vacant stares ... sad sad but still your check in check out is so efficient like a factory production line! Thanks anyways for the extra toothbrush!,40,Dec-18,Travelled on business,1,0
