Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Visited for Dinner,The steak was delicious. The atmosphere was great. The service by Ida and Cristina was impeccable. Pleasant music playing in the background. I had a great time here. Would strongly recommend for a visit with friends and family.,50,Feb-21,Travelled as a couple,1,0,Fullerton
Valentine’s day,Our experience was fabulous. Daniel was especially attentive and took a beautiful photo for us to remember the occasion. Idris and Tyson were also wonderful staff serving us. Would definitely come back for the afternoon tea where the food was top notch and the ambience was lovely. Ten out of ten.,50,Feb-21,Travelled as a couple,2,0,Fullerton
Valentine’s Day high tea,Firstly we got a very nice window table with beautiful view of MBS. Daniel was very polite and understanding. He was constantly checking if we needed any refills and always smiling. Also thank you to the rest of the team- Idrus and Tyson for making our high tea a very pleasant one :),50,Feb-21,Travelled with family,1,0,Fullerton
Time to refresh the hotel,"While Fullerton bay hotel is not bad, I think we much prefer Fullerton hotel across the street that is half the price with much better experience. We felt the difference in the hospitality when we had just 1 simple dinner in Fullerton hotel Town restaurant since Fullerton bay hotel was always full.   The staff in Fullertonbayhotel also seems to be confused and took hours to reply some simple questions like ‘Do we get a discount in the hotel restaurants?’ In the Fullerton hotel, the staff were very clear with the privileges of guests. They even told us which certain credit card will give us the best value. We were also greeted at least 3 times just in the Town restaurant at Fullerton hotel. It had much warmer welcome there. What was quite baffling was that we were told that the…",30,Feb-21,Travelled as a couple,236,57,Fullerton
Excellent high tea experience,"Visited The Landing Point for lunar new year High tea as familyouting. Food is tasty, like the Orange marinated lobster very much. Savouries are refillable. The staffs on service Lotha, Emma, Maria are very attentive.",50,Feb-21,Travelled with family,1,0,Fullerton
Wedding Anniversary Staycation,We had a wonderful experience staying over at the Fullerton Bay hotel. The place was made more memorable with Asenth and Bakthiar hosting us.  Asenth have been very helpful from the moment we arrived at the hotel. He helped with the luggages the moment we arrived till the time we left. He also helped in taking pictures for us despite being busy. He went the extra mile and was very friendly.  Bakthiar surprised us with a bottle of 0% non- alcochol wine upon us returning to the room at night. It was very thoughtful of him knowing the fact that we dont drink alcohol to celebrate our wedding staycation. He helped me to check for Latern reservation as well and gave me a call to update me too.  Thank you fullerton bay hotel! ,50,Feb-21,Travelled as a couple,4,2,Fullerton
Birthday staycation,The best staycation ever...highly recommended. My bay room view gave a panaromic view of the MBS and surrounding views ...simply stunning! Service exceeded my expectations from front desk to F&B with a bonus of surprise visit by mgmt and staff of Fullerton Bay Hotel 💜,50,Feb-21,Travelled solo,17,7,Fullerton
Good dining experience,"Attended the 5-course family style menu service. Staff was attentive and paid attention to my family's needs. Shoutout to Indrus, Emma and Daniel for the pleasant experience at The Clifford Pier, The Fullerton Bay Hotel!",50,Feb-21,Travelled with family,2,0,Fullerton
CNY Day 1 Dinner,"Good food, friendly and helpful staff. Huge thank you and thumbs up to staff Idrus, Emma and Daniel for making our night memorable. My fave dish is the dessert, mango and coconut pudding with birds nest and coconut ice cream! :)",50,Feb-21,Travelled with family,3,2,Fullerton
Awesome anniversary celebrations here,"Liked ambience, awesome service, awesome snacks and super awesome drinks.. Loved it... special thanks to loges zool for his awesome hospitality 😊 love it👌👍... Surely will return to this places.. Finest place in Singapore.. Must recommend 👍👌👌",50,Feb-21,Travelled with family,2,0,Fullerton
CNY Drinks,"We had a great time! Food, ambience, music were all good. Not so crowded. Loges takes beautiful pictures of us. Really appreciate it! Kudos to Loges, Anna and Germa! Will absolutely come back again and recommend it to my family and friends.",50,Feb-21,Travelled with friends,13,4,Fullerton
BIRTHDAY CELEBRATION  @ LANTERN,Loges and Anna are so friendly and accommodating. They managed to give a cake to my friend’s birthday. TWO THUMBS UP FOR THEIR HARDWORK DESPITE THIS PANDEMIC. STAY SAFE AND HEALTHY. Thank you so much 😍,50,Feb-21,Travelled with friends,3,0,Fullerton
Anniversary ,It’s our favorite bar in Singapore! We’ve been visiting it for years and it never disappoints. We celebrated our anniversary today and attended to by Loges who was very attentive and helped make the evening memorable. ,50,Feb-21,Travelled with family,1,0,Fullerton
Sumptuous CNY Dinner with fam,the ambience was perfect ✨ and the food was so tasty and served in hearty portions (esp the dessert!!) great service from Asel and Karen as well - thank you! was really worth the price~ definitely will visit again 👍,50,Feb-21,Travelled with family,1,0,Fullerton
Great Experience!,"Had a great early Valentine's dinner at La Brasserie!  One of the staff, Alan, gave us complimentary sparkling wine when he learned of the occasion. He was also very attentive and patient when serving us.  No complaints about the food as well. They were delicious!  Overall great experience and ambience! Will be back!",50,Feb-21,Travelled as a couple,4,5,Fullerton
Pre birthday celebration,I would like to thanks Ms.Emma and Ms.Maria for your services! Both of them are very friendly and ensure the customers are comfortable during dine in. The ambiance is great and the CNY tea set is amazing and affordable! Would definitely recommend this place!,50,Feb-21,Travelled as a couple,6,3,Fullerton
Birthday Dinner,Thank you La Brasserie for the wonderful dinner.  Thank you Alan for the top notch customer service.  I am surprised a cake was presented to my boyfriend at the end of the dinner. It was indeed wonderful. Thank you all!,50,Feb-21,Travelled as a couple,3,3,Fullerton
High tea,Service staff was attentive and prompt. Love that the savory food and scones are refillable including the drinks. Ambience was lovely for a good catch up. The lobster mini cone was delicious. Would definitely return again.,50,Feb-21,Travelled with family,1,0,Fullerton
Valentine Day Afternoon Tea,The food is delicious. The coffee is great too. Thanks for the Valentine Day chocolate cake. Didn't except will have another cake. Yum! The staffs service is excellent. Great experience. Will visit again.,50,Feb-21,Travelled as a couple,8,0,Fullerton
Nice tuesday,"First time to visited in LANTERN BAR. Service was so fantastic and amazing haha Me and my friend really enjoyed the drinks in here served by LOGES, ANNA. Loges who gave the good recommendation about wine was nice. I definitely will come back ☺️☺️ Thank you for your perfect service. ",50,Feb-21,Undisclosed,3,2,Fullerton
Great ambience and food,Great service given by Alan and Sunny. They paid great attention to my pregnant wife and making sure she is at her best comfort while having her meal! Yummy dinner as always! Loving their duck confit!!,50,Feb-21,Travelled as a couple,19,9,Fullerton
